"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","당해연도 졸업자-남","당해연도 졸업자-여","당해연도 졸업자-합계","당해연도 졸업자-비율","이전연도 졸업자-남","이전연도 졸업자-여","이전연도 졸업자-합계","이전연도 졸업자-비율","검정고시 및 교육과정 이수자-남","검정고시 및 교육과정 이수자-여","검정고시 및 교육과정 이수자-합계","검정고시 및 교육과정 이수자-비율","기 타-남","기 타-여","기 타-합계","기 타-비율","합계-남","합계-여","합계"
"경상북도교육청","경상북도교육청","경상북도 문경시","S150000954","점촌고등학교","04","공립","N","","53","48","101","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","53","48","101"
"경상북도교육청","경상북도교육청","경상북도 울진군","S150000955","죽변고등학교","04","공립","N","","32","37","69","98.6","1","0","1","1.4","0","0","0","0.0","0","0","0","0.0","33","37","70"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000956","포항보건고등학교","04","사립","N","","9","25","34","94.4","0","2","2","5.6","0","0","0","0.0","0","0","0","0.0","9","27","36"
"경상북도교육청","경상북도교육청","경상북도 상주시","S150000957","한국미래농업고등학교","04","공립","N","","41","10","51","96.2","0","1","1","1.9","0","1","1","1.9","0","0","0","0.0","41","12","53"
"경상북도교육청","경상북도교육청","경상북도 경산시","S150000961","진량고등학교","04","사립","N","","80","113","193","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","80","113","193"
"경상북도교육청","경상북도교육청","경상북도 청송군","S150000962","진보고등학교","04","공립","N","","3","17","20","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","3","17","20"
"경상북도교육청","경상북도교육청","경상북도 청도군","S150000964","청도고등학교","04","사립","N","","44","53","97","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","44","53","97"
"경상북도교육청","경상북도교육청","경상북도 청도군","S150000965","경북드론고등학교","04","공립","N","","62","2","64","98.5","0","0","0","0.0","1","0","1","1.5","0","0","0","0.0","63","2","65"
"경상북도교육청","경상북도교육청","경상북도 청송군","S150000967","청송고등학교","04","공립","N","","11","0","11","91.7","0","0","0","0.0","0","0","0","0.0","1","0","1","8.3","12","0","12"
"경상북도교육청","경상북도교육청","경상북도 청송군","S150000968","경북골프경영고등학교","04","사립","N","","0","6","6","50.0","0","6","6","50.0","0","0","0","0.0","0","0","0","0.0","0","12","12"
"경상북도교육청","경상북도교육청","경상북도 청송군","S150000969","청송여자종합고등학교","04","사립","N","","0","23","23","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","0","23","23"
"경상북도교육청","경상북도교육청","경상북도 봉화군","S150000972","한국산림과학고등학교","04","공립","N","","28","15","43","97.7","0","0","0","0.0","0","1","1","2.3","0","0","0","0.0","28","16","44"
"경상북도교육청","경상북도교육청","경상북도 칠곡군","S150000974","경북기계명장고등학교","04","공립","N","","46","0","46","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","46","0","46"
"경상북도교육청","경상북도교육청","경상북도 경주시","S150000977","효청보건고등학교","04","사립","N","","30","56","86","97.7","2","0","2","2.3","0","0","0","0.0","0","0","0","0.0","32","56","88"
"경상북도교육청","경상북도교육청","경상북도 울진군","S150000978","한국원자력마이스터고등학교","04","공립","N","","66","0","66","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","66","0","66"
"경상북도교육청","경상북도교육청","경상북도 울진군","S150000980","경북관광비즈니스고등학교","04","공립","N","","14","5","19","95.0","0","0","0","0.0","0","0","0","0.0","1","0","1","5.0","15","5","20"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000982","포항고등학교","04","공립","N","","195","0","195","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","195","0","195"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000986","포항여자고등학교","04","공립","N","","0","192","192","99.0","0","0","0","0.0","0","2","2","1.0","0","0","0","0.0","0","194","194"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000988","포항여자전자고등학교","04","공립","N","","0","134","134","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","0","134","134"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000989","포항영신고등학교","04","사립","N","","146","0","146","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","146","0","146"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000990","포항예술고등학교","04","사립","N","","13","80","93","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","13","80","93"
"경상북도교육청","경상북도교육청","경상북도 포항시 남구","S150000991","포항동성고등학교","04","사립","N","","77","101","178","99.4","1","0","1","0.6","0","0","0","0.0","0","0","0","0.0","78","101","179"
"경상북도교육청","경상북도교육청","경상북도 포항시 남구","S150000992","포항제철고등학교","04","사립","N","","157","144","301","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","157","144","301"
"경상북도교육청","경상북도교육청","경상북도 포항시 남구","S150000993","포항제철공업고등학교","04","사립","N","","144","0","144","95.4","0","0","0","0.0","0","0","0","0.0","7","0","7","4.6","151","0","151"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000994","포항중앙고등학교","04","사립","N","","188","0","188","99.5","0","0","0","0.0","1","0","1","0.5","0","0","0","0.0","189","0","189"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150000995","포항중앙여자고등학교","04","사립","N","","0","187","187","98.9","0","0","0","0.0","0","2","2","1.1","0","0","0","0.0","0","189","189"
"경상북도교육청","경상북도교육청","경상북도 안동시","S150000999","풍산고등학교","04","사립","N","","34","69","103","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","34","69","103"
"경상북도교육청","경상북도교육청","경상북도 경산시","S150001001","하양여자고등학교","04","사립","N","","0","161","161","99.4","0","1","1","0.6","0","0","0","0.0","0","0","0","0.0","0","162","162"
"경상북도교육청","경상북도교육청","경상북도 김천시","S150001003","한일여자고등학교","04","사립","N","","0","106","106","99.1","0","0","0","0.0","0","1","1","0.9","0","0","0","0.0","0","107","107"
"경상북도교육청","경상북도교육청","경상북도 상주시","S150001004","함창고등학교","04","사립","N","","48","37","85","95.5","1","0","1","1.1","2","1","3","3.4","0","0","0","0.0","51","38","89"
"경상북도교육청","경상북도교육청","경상북도 청송군","S150001007","현서고등학교","04","공립","N","","10","7","17","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","10","7","17"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150001008","현일고등학교","04","사립","N","","85","131","216","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","85","131","216"
"경상북도교육청","경상북도교육청","경상북도 상주시","S150001012","화령고등학교","04","공립","N","","12","10","22","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","12","10","22"
"경상북도교육청","경상북도교육청","경상북도 울진군","S150001016","후포고등학교","04","공립","N","","36","23","59","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","36","23","59"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150001018","포항흥해공업고등학교","04","공립","N","","135","4","139","99.3","0","0","0","0.0","1","0","1","0.7","0","0","0","0.0","136","4","140"
"경상북도교육청","경상북도교육청","경상북도 영천시","S150005424","경북바이오마이스터고등학교","04","공립","N","","22","37","59","98.3","0","1","1","1.7","0","0","0","0.0","0","0","0","0.0","22","38","60"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150005434","한국해양마이스터고등학교","04","공립","N","","40","18","58","89.2","1","0","1","1.5","0","0","0","0.0","6","0","6","9.2","47","18","65"
"경상북도교육청","경상북도교육청","경상북도 의성군","S150005678","안계고등학교","04","공립","N","","6","11","17","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","6","11","17"
"경상북도교육청","경상북도교육청","경상북도 문경시","S150005950","경북조리과학고등학교","04","공립","N","","27","40","67","98.5","0","0","0","0.0","1","0","1","1.5","0","0","0","0.0","28","40","68"
"경상북도교육청","경상북도교육청","경상북도 성주군","S150005954","성주여자고등학교","04","사립","N","","0","90","90","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","0","90","90"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006093","인동고등학교","04","공립","N","","117","143","260","95.9","0","0","0","0.0","0","0","0","0.0","7","4","11","4.1","124","147","271"
"경상북도교육청","경상북도교육청","경상북도 포항시 남구","S150006136","포항이동고등학교","04","공립","N","","90","103","193","98.0","1","1","2","1.0","0","2","2","1.0","0","0","0","0.0","91","106","197"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150006137","두호고등학교","04","공립","N","","92","103","195","98.0","2","0","2","1.0","0","2","2","1.0","0","0","0","0.0","94","105","199"
"경상북도교육청","경상북도교육청","경상북도 포항시 북구","S150006138","포항장성고등학교","04","공립","N","","92","109","201","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","92","109","201"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006139","상모고등학교","04","공립","N","","122","91","213","96.8","2","1","3","1.4","0","0","0","0.0","4","0","4","1.8","128","92","220"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006140","사곡고등학교","04","공립","N","","125","93","218","99.1","0","0","0","0.0","1","1","2","0.9","0","0","0","0.0","126","94","220"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006141","선주고등학교","04","공립","N","","96","128","224","99.6","1","0","1","0.4","0","0","0","0.0","0","0","0","0.0","97","128","225"
"경상북도교육청","경상북도교육청","경상북도 경산시","S150006281","경산과학고등학교","04","공립","N","","45","16","61","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","45","16","61"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006291","형곡고등학교","04","공립","N","","106","111","217","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","106","111","217"
"경상북도교육청","경상북도교육청","경상북도 칠곡군","S150006308","북삼고등학교","04","공립","N","","97","98","195","99.5","0","1","1","0.5","0","0","0","0.0","0","0","0","0.0","97","99","196"
"경상북도교육청","경상북도교육청","경상북도 경산시","S150006348","사동고등학교","04","공립","N","","75","187","262","97.4","1","0","1","0.4","0","0","0","0.0","5","1","6","2.2","81","188","269"
"경상북도교육청","경상북도교육청","경상북도 칠곡군","S150006416","석적고등학교","04","공립","N","","87","111","198","99.5","1","0","1","0.5","0","0","0","0.0","0","0","0","0.0","88","111","199"
"경상북도교육청","경상북도교육청","경상북도 김천시","S150006433","율곡고등학교","04","공립","N","","72","69","141","99.3","0","0","0","0.0","0","1","1","0.7","0","0","0","0.0","72","70","142"
"경상북도교육청","경상북도교육청","경상북도 구미시","S150006512","구미산동고등학교","04","공립","N","","95","118","213","100.0","0","0","0","0.0","0","0","0","0.0","0","0","0","0.0","95","118","213"
